,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,retweet_count,source,urls,user,user_mentions,quoted_status,quoted_status_id,quoted_status_id_str,handle,date_time,date,date_week,clean_tweet,break_tweet,raw_polarity,raw_subjectivity,clean_polarity,clean_subjectivity
111,Tue Aug 20 18:45:00 +0000 2019,207,"As Prime Minister, I will make maternity benefits tax-free to help put more money in the pockets of Canadian families. Thank you to candidate @rachelbwillson for joining me at Kids Fun Town in Toronto for the announcement. https://t.co/RMHS3BVB1E",[],1163884655059226631,1163884655059226631,en,"[{'display_url': 'pic.twitter.com/RMHS3BVB1E', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163884655059226631/photo/1', 'id': 1163879405778849794, 'media_url': 'http://pbs.twimg.com/media/ECbuJy7XUAIXBYA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECbuJy7XUAIXBYA.jpg', 'sizes': {'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/RMHS3BVB1E'}]",47,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 143877105, 'id_str': '143877105', 'name': 'Rachel Willson', 'screen_name': 'rachelbwillson'}]",,,,AndrewScheer,2019-08-20 18:45:00+00:00,2019-08-20,2019-08-19,prime minister make maternity benefit tax-free help put money pocket canadian family thank candidate rachelbwillson join kid fun town toronto announcement http t.co/rmhs3bvb1e,"As Prime Minister, I will make maternity benefits tax-free t<br>o help put more money in the pockets of Canadian families. T<br>hank you to candidate @rachelbwillson for joining me at Kids<br> Fun Town in Toronto for the announcement. https://t.co/RMHS<br>3BVB1<br>",0.4,0.35,0.3,0.2
113,Tue Aug 20 18:30:23 +0000 2019,474,"Having a child is an exciting milestone in any person’s life, but it comes with added costs and pressures. As Prime Minister, I will make maternity benefits tax-free. This would put $4,000 back in the pockets of new parents. https://t.co/AMdNGTRRw5",[],1163880978856775681,1163880978856775681,en,"[{'display_url': 'pic.twitter.com/AMdNGTRRw5', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163880978856775681/photo/1', 'id': 1163880014233968640, 'media_url': 'http://pbs.twimg.com/media/ECbutNmXoAAqjb9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECbutNmXoAAqjb9.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AMdNGTRRw5'}, {'display_url': 'pic.twitter.com/AMdNGTRRw5', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163880978856775681/photo/1', 'id': 1163880014363930624, 'media_url': 'http://pbs.twimg.com/media/ECbutOFWsAAyZVZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECbutOFWsAAyZVZ.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AMdNGTRRw5'}, {'display_url': 'pic.twitter.com/AMdNGTRRw5', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163880978856775681/photo/1', 'id': 1163880015102193665, 'media_url': 'http://pbs.twimg.com/media/ECbutQ1XsAEgnMP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECbutQ1XsAEgnMP.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 423, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 747, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1275, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AMdNGTRRw5'}]",111,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-20 18:30:23+00:00,2019-08-20,2019-08-19,"child excite milestone person ’ life come add cost pressure prime minister make maternity benefit tax-free thi would put 4,000 back pocket new parent http t.co/amdngtrrw5","Having a child is an exciting milestone in any person’s life<br>, but it comes with added costs and pressures. As Prime Mini<br>ster, I will make maternity benefits tax-free. This would pu<br>t $4,000 back in the pockets of new parents. https://t.co/AM<br>dNGTRRw<br>",0.14545454545454545,0.4181818181818182,0.06818181818181818,0.22727272727272727
115,Tue Aug 20 17:04:11 +0000 2019,538,"Having a child is an exciting milestone, but it comes with added costs. Parents are worried about the future. They are looking for help and Trudeau has proven he cannot be trusted to deliver it. We will make maternity benefits tax-free to help parents get ahead. https://t.co/D4vXMLifmP",[],1163859283135651841,1163859283135651841,en,"[{'display_url': 'pic.twitter.com/D4vXMLifmP', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163859283135651841/photo/1', 'id': 1163859258146021376, 'media_url': 'http://pbs.twimg.com/media/ECbb1DJX4AA0n61.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECbb1DJX4AA0n61.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/D4vXMLifmP'}]",177,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-20 17:04:11+00:00,2019-08-20,2019-08-19,child excite milestone come add cost parent worry future look help trudeau ha proven trust deliver make maternity benefit tax-free help parent get ahead http t.co/d4vxmlifmp,"Having a child is an exciting milestone, but it comes with a<br>dded costs. Parents are worried about the future. They are l<br>ooking for help and Trudeau has proven he cannot be trusted <br>to deliver it. We will make maternity benefits tax-free to h<br>elp parents get ahead. https://t.co/D4vXMLifm<br>",0.15,0.4625,0.0,0.125
117,Tue Aug 20 15:33:59 +0000 2019,1076,"Having a child is an exciting time in anyone’s life - but it also comes with extra costs. Today, I’m pleased to announce that as Prime Minister I will make maternity benefits tax-free. WATCH LIVE: https://t.co/xQ6ALf9Vk7",[],1163836583054909441,1163836583054909441,en,,352,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.youtube.com/watch?v=f-dTr5rVsd4', 'url': 'https://t.co/xQ6ALf9Vk7'}]","{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-20 15:33:59+00:00,2019-08-20,2019-08-19,child excite time anyone ’ life also come extra cost today ’ please announce prime minister make maternity benefit tax-free watch live http t.co/xq6alf9vk7,"Having a child is an exciting time in anyone’s life - but it<br> also comes with extra costs. Today, I’m pleased to announce<br> that as Prime Minister I will make maternity benefits tax-f<br>ree. WATCH LIVE: https://t.co/xQ6ALf9Vk<br>",0.2340909090909091,0.6,0.06818181818181818,0.3
119,Tue Aug 20 01:39:02 +0000 2019,1725,"We know Justin Trudeau broke the law. Now we need to know if he committed a crime. Today, I sent a letter to the RCMP, with new information on the SNC-Lavalin scandal, and requested an investigation into Justin Trudeau’s actions. https://t.co/Ic7Xr21jii",[],1163626464002093056,1163626464002093056,en,"[{'display_url': 'pic.twitter.com/Ic7Xr21jii', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163626464002093056/video/1', 'id': 1163603783169040385, 'media_url': 'http://pbs.twimg.com/media/ECYDYwFXYAELGdI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECYDYwFXYAELGdI.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/Ic7Xr21jii', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 84667, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1163603783169040385/pl/pxjaKlgl5_XjPLem.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1163603783169040385/vid/480x270/7qnik9aBXPFjsm37.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1163603783169040385/vid/640x360/qXdJ273_Nn5vgH4F.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1163603783169040385/vid/1280x720/utkeKKjYK7okdZDY.mp4?tag=13'}]}}]",540,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-20 01:39:02+00:00,2019-08-20,2019-08-19,know justin trudeau break law need know commit crime today send letter rcmp new information snc-lavalin scandal request investigation justin trudeau ’ action http t.co/ic7xr21jius,"We know Justin Trudeau broke the law. Now we need to know if<br> he committed a crime. Today, I sent a letter to the RCMP, w<br>ith new information on the SNC-Lavalin scandal, and requeste<br>d an investigation into Justin Trudeau’s actions. https://t.<br>co/Ic7Xr21ji<br>",0.13636363636363635,0.45454545454545453,0.11818181818181818,0.2772727272727273
122,Tue Aug 20 01:03:01 +0000 2019,210,I was in Burlington with @SeanWeirONB to spread our positive vision for Canada. We've been knocking on doors &amp; the same subject keeps coming up; people are working hard but not getting ahead. A new Conservative gov't will work to make life more affordable for you and your family. https://t.co/UExsV4oXiH,[],1163617400190906369,1163617400190906369,en,"[{'display_url': 'pic.twitter.com/UExsV4oXiH', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163617400190906369/photo/1', 'id': 1163617333438550023, 'media_url': 'http://pbs.twimg.com/media/ECX_zLYXkAcaRCa.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECX_zLYXkAcaRCa.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/UExsV4oXiH'}, {'display_url': 'pic.twitter.com/UExsV4oXiH', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163617400190906369/photo/1', 'id': 1163617333564383232, 'media_url': 'http://pbs.twimg.com/media/ECX_zL2XoAAH15g.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECX_zL2XoAAH15g.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/UExsV4oXiH'}, {'display_url': 'pic.twitter.com/UExsV4oXiH', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163617400190906369/photo/1', 'id': 1163617333761454081, 'media_url': 'http://pbs.twimg.com/media/ECX_zMlWsAEVB5v.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECX_zMlWsAEVB5v.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/UExsV4oXiH'}, {'display_url': 'pic.twitter.com/UExsV4oXiH', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163617400190906369/photo/1', 'id': 1163617333962792963, 'media_url': 'http://pbs.twimg.com/media/ECX_zNVW4AMxJRd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECX_zNVW4AMxJRd.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/UExsV4oXiH'}]",54,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 947243351593668608, 'id_str': '947243351593668608', 'name': 'Sean Weir', 'screen_name': 'SeanWeirONB'}]",,,,AndrewScheer,2019-08-20 01:03:01+00:00,2019-08-20,2019-08-19,wa burlington seanweironb spread positive vision canada 've knock door amp subject keep come person work hard get ahead new conservative gov't work make life affordable ymy family http t.co/uexsv4oxih,I was in Burlington with @SeanWeirONB to spread our positive<br> vision for Canada. We've been knocking on doors &amp; the s<br>ame subject keeps coming up; people are working hard but not<br> getting ahead. A new Conservative gov't will work to make l<br>ife more affordable for you and your family. https://t.co/UE<br>xsV4oXi<br>,0.06755050505050504,0.4166666666666667,-0.02367424242424243,0.46875
123,Mon Aug 19 23:56:09 +0000 2019,970,"This affair strikes at heart of the kind of country Canada will be. Do we want Canada to be a country where the Prime Minister is above the law, where he or she can decide who gets prosecuted and who doesn’t? This country only works because the rule of law holds it together. https://t.co/pqrnU3qhzo",[],1163600569698832388,1163600569698832388,en,"[{'display_url': 'pic.twitter.com/pqrnU3qhzo', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163600569698832388/photo/1', 'id': 1163600563910717440, 'media_url': 'http://pbs.twimg.com/media/ECXwjEBXsAA3800.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECXwjEBXsAA3800.jpg', 'sizes': {'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/pqrnU3qhzo'}]",342,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-19 23:56:09+00:00,2019-08-19,2019-08-19,thi affair strike heart kind country canada want canada country prime minister law decide get prosecute ’ thi country work rule law hold together http t.co/pqrnu3qhzo,"This affair strikes at heart of the kind of country Canada w<br>ill be. Do we want Canada to be a country where the Prime Mi<br>nister is above the law, where he or she can decide who gets<br> prosecuted and who doesn’t? This country only works because<br> the rule of law holds it together. https://t.co/pqrnU3qhz<br>",0.19999999999999998,0.6666666666666666,0.6,0.9
125,Mon Aug 19 23:28:59 +0000 2019,127,The Dieppe Raid laid the groundwork for a successful D-Day. Join me in honouring those who fought for Canada in this raid and throughout World War II. Lest we forget. My statement: https://t.co/sE4rByEN4c https://t.co/TEgb40aNed,[],1163593732928811008,1163593732928811008,en,"[{'display_url': 'pic.twitter.com/TEgb40aNed', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163593732928811008/photo/1', 'id': 1163590806130909184, 'media_url': 'http://pbs.twimg.com/media/ECXnrFdX4AAftMk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECXnrFdX4AAftMk.jpg', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/TEgb40aNed'}]",31,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/posts/2865969843436749', 'url': 'https://t.co/sE4rByEN4c'}]","{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-19 23:28:59+00:00,2019-08-19,2019-08-19,dieppe raid laid groundwork successful d-day join honour fight canada thi raid throughout world war ius l forget statement http t.co/se4rbyen4c http t.co/tegb40aned,The Dieppe Raid laid the groundwork for a successful D-Day. <br>Join me in honouring those who fought for Canada in this rai<br>d and throughout World War II. Lest we forget. My statement:<br> https://t.co/sE4rByEN4c https://t.co/TEgb40aNe<br>,0.75,0.95,0.75,0.95
128,Mon Aug 19 23:12:00 +0000 2019,891,"No matter who you are, or what you do, the law is the law is the law. All Canadians are equal under it. You deserve a Prime Minister who will abide by it, no matter what. https://t.co/7AVWtTLtYR",[],1163589459545165824,1163589459545165824,en,"[{'display_url': 'pic.twitter.com/7AVWtTLtYR', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163589459545165824/photo/1', 'id': 1163579654525063168, 'media_url': 'http://pbs.twimg.com/media/ECXdh-fWkAAoi7X.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECXdh-fWkAAoi7X.jpg', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/7AVWtTLtYR'}]",272,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-19 23:12:00+00:00,2019-08-19,2019-08-19,matter law law law canadian equal deserve prime minister abide matter http t.co/7avwttltyr,"No matter who you are, or what you do, the law is the law is<br> the law. All Canadians are equal under it. You deserve a Pr<br>ime Minister who will abide by it, no matter what. https://t<br>.co/7AVWtTLtY<br>",0.0,0.25,0.0,0.25
129,Mon Aug 19 22:42:00 +0000 2019,335,My letter to the RCMP today presents what I believe are significant grounds for an investigation into whether or not Trudeau violated Section 139 of the Criminal Code – Obstructing Justice. https://t.co/9eLriPCTGz,[],1163581909961547776,1163581909961547776,en,"[{'display_url': 'pic.twitter.com/9eLriPCTGz', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163581909961547776/photo/1', 'id': 1163578311982952450, 'media_url': 'http://pbs.twimg.com/media/ECXcT1IXsAI0Mi_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECXcT1IXsAI0Mi_.jpg', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/9eLriPCTGz'}]",100,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-19 22:42:00+00:00,2019-08-19,2019-08-19,letter rcmp today present believe significant ground investigation whether trudeau violate section 139 criminal code – obstruct justice http t.co/9elripctgz,My letter to the RCMP today presents what I believe are sign<br>ificant grounds for an investigation into whether or not Tru<br>deau violated Section 139 of the Criminal Code – Obstructing<br> Justice. https://t.co/9eLriPCTG<br>,-0.012500000000000011,0.7125,-0.00833333333333334,0.47500000000000003
131,Mon Aug 19 22:17:08 +0000 2019,86,About to hit the doors in Burlington with @SeanWeirONB. We’re working hard to make sure you have every opportunity to get ahead. Speaking live. Tune in! https://t.co/xm0QgnnV5J,[],1163575651502346243,1163575651502346243,en,,23,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/videos/2322804064624653/', 'url': 'https://t.co/xm0QgnnV5J'}]","{'id': 256360738, 'id_str': '256360738'}","[{'id': 947243351593668608, 'id_str': '947243351593668608', 'name': 'Sean Weir', 'screen_name': 'SeanWeirONB'}]",,,,AndrewScheer,2019-08-19 22:17:08+00:00,2019-08-19,2019-08-19,hit door burlington seanweironb ’ work hard make sure every opportunity get ahead speak live tune http t.co/xm0qgnnv5j,About to hit the doors in Burlington with @SeanWeirONB. We’r<br>e working hard to make sure you have every opportunity to ge<br>t ahead. Speaking live. Tune in! https://t.co/xm0QgnnV5<br>,0.12626262626262627,0.6435185185185185,0.11489898989898989,0.6435185185185185
133,Mon Aug 19 21:43:00 +0000 2019,550,"Today, in light of both the Ethics Commissioner’s findings and the revelations about the RCMP’s previous involvement, I have formally requested the RCMP take another look into Justin Trudeau’s corruption scandal. https://t.co/5IgFUAGg3d",[],1163567061970370561,1163567061970370561,en,"[{'display_url': 'pic.twitter.com/5IgFUAGg3d', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163567061970370561/photo/1', 'id': 1163555681464737792, 'media_url': 'http://pbs.twimg.com/media/ECXHuj4X4AAD2F5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECXHuj4X4AAD2F5.jpg', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/5IgFUAGg3d'}]",162,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-19 21:43:00+00:00,2019-08-19,2019-08-19,today light ethic commissioner ’ find revelation rcmp ’ previou involvement formally request rcmp take another look justin trudeau ’ corruption scandal http t.co/5igfuagg3d,"Today, in light of both the Ethics Commissioner’s findings a<br>nd the revelations about the RCMP’s previous involvement, I <br>have formally requested the RCMP take another look into Just<br>in Trudeau’s corruption scandal. https://t.co/5IgFUAGg3<br>",0.11666666666666668,0.4333333333333333,0.4,0.7
135,Mon Aug 19 21:27:20 +0000 2019,64,"It's been a slice, @ChefDtv 🍕! Darryl and his team are a perfect example of what can happen when people pursue their dreams. As Prime Minister, I want to help more folks like Darryl build the lives they want and get ahead. https://t.co/NLKArgVIoH",[],1163563120838807558,1163563120838807558,en,"[{'display_url': 'pic.twitter.com/NLKArgVIoH', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163563120838807558/photo/1', 'id': 1163562017334145024, 'media_url': 'http://pbs.twimg.com/media/ECXNfW1WsAAjP0P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECXNfW1WsAAjP0P.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1707, 'h': 1137, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/NLKArgVIoH'}]",18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 90257030, 'id_str': '90257030', 'name': 'Darryl Fletcher', 'screen_name': 'ChefDtv'}]",,,,AndrewScheer,2019-08-19 21:27:20+00:00,2019-08-19,2019-08-19,slouse chefdtv 🍕 darryl hi team perfect example happen person pursue dream prime minister want help folk like darryl build life want get ahead http t.co/nlkargvioh,"It's been a slice, @ChefDtv 🍕! Darryl and his team are a per<br>fect example of what can happen when people pursue their dre<br>ams. As Prime Minister, I want to help more folks like Darry<br>l build the lives they want and get ahead. https://t.co/NLKA<br>rgVIo<br>",0.75,0.75,1.0,1.0
138,Mon Aug 19 21:11:00 +0000 2019,310,"The lengths to which the PMO went to get its way in SNC’s criminal trial, as revealed by the Ethics Commissioner, are truly breathtaking. I have formally requested the RCMP take another look. https://t.co/y55wFVeC5V",[],1163559008881524736,1163559008881524736,en,"[{'display_url': 'pic.twitter.com/y55wFVeC5V', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163559008881524736/photo/1', 'id': 1163554168637988864, 'media_url': 'http://pbs.twimg.com/media/ECXGWgKXoAAZR0-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECXGWgKXoAAZR0-.jpg', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/y55wFVeC5V'}]",105,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-08-19 21:11:00+00:00,2019-08-19,2019-08-19,length pmo go get way snc ’ criminal trial reveal ethic commissioner truly breathtaking formally request rcmp take another look http t.co/y55wfvec5v,"The lengths to which the PMO went to get its way in SNC’s cr<br>iminal trial, as revealed by the Ethics Commissioner, are tr<br>uly breathtaking. I have formally requested the RCMP take an<br>other look. https://t.co/y55wFVeC5<br>",0.3,0.775,0.3,0.775
